"","schid","minority","female","ses","mathach","size","schtype","meanses"
"3375","4530",0,1,-1.128,8.254,435,1,-0.591
"3376","4530",1,1,-0.248,5.209,435,1,-0.591
"3377","4530",0,1,-0.118,3.556,435,1,-0.591
"3378","4530",1,1,-0.308,15.025,435,1,-0.591
"3379","4530",1,1,-0.918,4.564,435,1,-0.591
"3380","4530",1,1,-1.788,5.922,435,1,-0.591
"3381","4530",1,1,-0.388,14.602,435,1,-0.591
"3382","4530",1,1,-1.438,0.595,435,1,-0.591
"3383","4530",0,1,-0.498,6.585,435,1,-0.591
"3384","4530",1,1,-0.738,6.295,435,1,-0.591
"3385","4530",1,1,-1.098,6.649,435,1,-0.591
"3386","4530",0,1,0.152,20.479,435,1,-0.591
"3387","4530",0,1,-0.928,14.939,435,1,-0.591
"3388","4530",0,1,-0.698,9.801,435,1,-0.591
"3389","4530",1,1,-1.498,11.841,435,1,-0.591
"3390","4530",0,1,-1.258,3.968,435,1,-0.591
"3391","4530",0,1,-0.098,12.961,435,1,-0.591
"3392","4530",1,1,-1.848,8.898,435,1,-0.591
"3393","4530",1,1,1.122,18.776,435,1,-0.591
"3394","4530",0,1,-0.048,18.013,435,1,-0.591
"3395","4530",0,1,-1.788,9.58,435,1,-0.591
"3396","4530",0,1,-1.488,1.155,435,1,-0.591
"3397","4530",0,1,0.062,16.785,435,1,-0.591
"3398","4530",1,1,-0.008,9.497,435,1,-0.591
"3399","4530",0,1,-0.808,4.219,435,1,-0.591
"3400","4530",1,1,-0.178,3.131,435,1,-0.591
"3401","4530",1,1,-0.128,7,435,1,-0.591
"3402","4530",0,1,-0.958,15.256,435,1,-0.591
"3403","4530",0,1,-0.428,9.659,435,1,-0.591
"3404","4530",1,1,-0.798,11.162,435,1,-0.591
"3405","4530",1,1,-0.788,-1.671,435,1,-0.591
"3406","4530",1,1,-0.088,4.4,435,1,-0.591
"3407","4530",0,1,0.042,6.276,435,1,-0.591
"3408","4530",0,1,-0.868,10.821,435,1,-0.591
"3409","4530",0,1,0.072,9.666,435,1,-0.591
"3410","4530",0,1,-0.248,4.264,435,1,-0.591
"3411","4530",0,1,-0.988,15.636,435,1,-0.591
"3412","4530",1,1,0.452,12.453,435,1,-0.591
"3413","4530",0,1,-0.898,14.873,435,1,-0.591
"3414","4530",0,1,-0.188,22.943,435,1,-0.591
"3415","4530",1,1,-0.308,14.424,435,1,-0.591
"3416","4530",1,1,-1.168,6.911,435,1,-0.591
"3417","4530",0,1,-1.128,17.45,435,1,-0.591
"3418","4530",0,1,-1.148,2.237,435,1,-0.591
"3419","4530",1,1,-0.708,16.717,435,1,-0.591
"3420","4530",0,1,-0.618,5.564,435,1,-0.591
"3421","4530",0,1,-0.938,7.252,435,1,-0.591
"3422","4530",0,1,-0.278,5.147,435,1,-0.591
"3423","4530",0,1,-1.338,-0.762,435,1,-0.591
"3424","4530",0,1,0.222,10.257,435,1,-0.591
"3425","4530",0,1,-0.488,3.97,435,1,-0.591
"3426","4530",0,1,0.132,8.248,435,1,-0.591
"3427","4530",1,1,0.302,1.747,435,1,-0.591
"3428","4530",1,1,0.082,5.436,435,1,-0.591
"3429","4530",0,1,0.212,7.304,435,1,-0.591
"3430","4530",1,1,-0.658,10.133,435,1,-0.591
"3431","4530",1,1,-0.728,8.472,435,1,-0.591
"3432","4530",1,1,-1.358,9.81,435,1,-0.591
"3433","4642",0,1,-0.468,22.518,493,0,0.121
"3434","4642",0,1,0.202,14.419,493,0,0.121
"3435","4642",0,1,0.132,23.69,493,0,0.121
"3436","4642",0,1,0.762,14.309,493,0,0.121
"3437","4642",0,1,-0.638,10.88,493,0,0.121
"3438","4642",0,0,-0.508,8.109,493,0,0.121
"3439","4642",0,0,0.662,13.698,493,0,0.121
"3440","4642",0,1,-0.188,16.36,493,0,0.121
"3441","4642",0,0,0.972,21.609,493,0,0.121
"3442","4642",0,0,0.822,15.937,493,0,0.121
"3443","4642",0,0,0.782,24.138,493,0,0.121
"3444","4642",0,0,0.872,22.613,493,0,0.121
"3445","4642",0,0,0.902,11.176,493,0,0.121
"3446","4642",0,0,0.772,15.103,493,0,0.121
"3447","4642",0,1,0.322,23.89,493,0,0.121
"3448","4642",0,1,-0.748,17.467,493,0,0.121
"3449","4642",0,1,0.422,20.293,493,0,0.121
"3450","4642",0,1,-0.078,12.052,493,0,0.121
"3451","4642",0,1,0.242,12.094,493,0,0.121
"3452","4642",0,1,0.682,8.107,493,0,0.121
"3453","4642",0,0,-0.148,11.605,493,0,0.121
"3454","4642",0,0,-0.288,6.734,493,0,0.121
"3455","4642",0,1,0.232,17.102,493,0,0.121
"3456","4642",0,1,0.102,7.701,493,0,0.121
"3457","4642",0,0,0.212,11.134,493,0,0.121
"3458","4642",0,1,-0.168,20.986,493,0,0.121
"3459","4642",1,0,-0.118,10.124,493,0,0.121
"3460","4642",0,1,-0.058,8.178,493,0,0.121
"3461","4642",0,1,-0.278,-0.365,493,0,0.121
"3462","4642",0,0,0.892,24.993,493,0,0.121
"3463","4642",0,1,1.222,16.606,493,0,0.121
"3464","4642",0,0,0.892,19.103,493,0,0.121
"3465","4642",0,0,0.422,9.03,493,0,0.121
"3466","4642",0,1,0.542,19.141,493,0,0.121
"3467","4642",0,0,-0.338,7.071,493,0,0.121
"3468","4642",0,0,0.482,24.421,493,0,0.121
"3469","4642",0,1,-0.338,9.223,493,0,0.121
"3470","4642",1,0,-0.678,6.88,493,0,0.121
"3471","4642",0,0,0.012,10.252,493,0,0.121
"3472","4642",0,1,0.442,11.86,493,0,0.121
"3473","4642",0,1,-0.618,3.085,493,0,0.121
"3474","4642",0,0,0.762,16.919,493,0,0.121
"3475","4642",0,1,1.312,18.829,493,0,0.121
"3476","4642",0,0,-1.198,8.644,493,0,0.121
"3477","4642",0,1,0.142,19.521,493,0,0.121
"3478","4642",0,0,1.152,15.12,493,0,0.121
"3479","4642",0,1,-0.498,23.238,493,0,0.121
"3480","4642",0,1,-1.168,5.507,493,0,0.121
"3481","4642",0,1,-0.048,14.832,493,0,0.121
"3482","4642",0,1,0.232,8.738,493,0,0.121
"3483","4642",0,1,-2.218,17.326,493,0,0.121
"3484","4642",0,1,-0.238,3.812,493,0,0.121
"3485","4642",0,1,-0.768,19.685,493,0,0.121
"3486","4642",0,1,0.342,20.136,493,0,0.121
"3487","4642",0,0,-0.478,9.209,493,0,0.121
"3488","4642",0,1,0.622,16.225,493,0,0.121
"3489","4642",0,1,0.502,18.846,493,0,0.121
"3490","4642",0,1,0.712,22.07,493,0,0.121
"3491","4642",0,0,0.382,15.776,493,0,0.121
"3492","4642",0,1,-0.478,14.918,493,0,0.121
"3493","4642",0,1,-0.368,17.864,493,0,0.121
"3494","4868",0,1,0.942,18.308,657,1,0.367
"3495","4868",0,1,0.622,6.968,657,1,0.367
"3496","4868",0,1,0.902,19.078,657,1,0.367
"3497","4868",1,0,-1.048,10.261,657,1,0.367
"3498","4868",1,0,-0.718,13.335,657,1,0.367
"3499","4868",1,0,0.952,8.91,657,1,0.367
"3500","4868",1,0,1.342,10.724,657,1,0.367
"3501","4868",0,0,0.242,12.68,657,1,0.367
"3502","4868",0,0,0.582,17.77,657,1,0.367
"3503","4868",1,1,0.852,16.411,657,1,0.367
"3504","4868",1,0,0.522,12.298,657,1,0.367
"3505","4868",0,0,0.462,13.816,657,1,0.367
"3506","4868",0,1,1.512,15.524,657,1,0.367
"3507","4868",0,0,1.112,15.352,657,1,0.367
"3508","4868",1,0,-0.928,16.163,657,1,0.367
"3509","4868",0,1,0.862,16.413,657,1,0.367
"3510","4868",0,1,0.342,8.425,657,1,0.367
"3511","4868",1,0,-1.058,8.874,657,1,0.367
"3512","4868",0,0,0.852,20.69,657,1,0.367
"3513","4868",0,0,0.772,18.53,657,1,0.367
"3514","4868",1,1,-0.248,7.358,657,1,0.367
"3515","4868",0,0,1.342,12.694,657,1,0.367
"3516","4868",1,0,-0.228,18.399,657,1,0.367
"3517","4868",1,0,0.562,13.879,657,1,0.367
"3518","4868",0,0,0.172,18.479,657,1,0.367
"3519","4868",0,0,0.802,4.102,657,1,0.367
"3520","4868",1,0,-0.058,9.101,657,1,0.367
"3521","4868",1,0,-0.338,10.405,657,1,0.367
"3522","4868",0,1,0.352,14.209,657,1,0.367
"3523","4868",0,0,1.322,-1.607,657,1,0.367
"3524","4868",1,0,-0.158,9.368,657,1,0.367
"3525","4868",0,1,-0.198,0.098,657,1,0.367
"3526","4868",1,1,-0.528,5.071,657,1,0.367
"3527","4868",0,0,0.362,16.46,657,1,0.367
"3528","4931",0,1,0.992,11.731,603,1,0.371
"3529","4931",0,1,0.902,19.996,603,1,0.371
"3530","4931",0,0,0.572,13.938,603,1,0.371
"3531","4931",0,1,-0.678,12.188,603,1,0.371
"3532","4931",0,1,0.142,7.914,603,1,0.371
"3533","4931",1,1,1.262,17.168,603,1,0.371
"3534","4931",0,0,0.952,23.528,603,1,0.371
"3535","4931",0,1,-0.038,23.878,603,1,0.371
"3536","4931",0,1,0.652,20.876,603,1,0.371
"3537","4931",0,0,0.632,5.982,603,1,0.371
"3538","4931",0,0,0.412,9.801,603,1,0.371
"3539","4931",0,0,-1.058,23.023,603,1,0.371
"3540","4931",0,1,1.512,8.075,603,1,0.371
"3541","4931",0,1,0.602,13.499,603,1,0.371
"3542","4931",0,1,0.162,9.112,603,1,0.371
"3543","4931",0,1,0.142,18.617,603,1,0.371
"3544","4931",0,1,0.442,11.966,603,1,0.371
"3545","4931",0,1,0.922,5.592,603,1,0.371
"3546","4931",0,0,-0.118,21.358,603,1,0.371
"3547","4931",0,0,1.142,9.792,603,1,0.371
"3548","4931",0,1,0.142,10.018,603,1,0.371
"3549","4931",0,1,-0.018,12.89,603,1,0.371
"3550","4931",0,0,-0.298,21.037,603,1,0.371
"3551","4931",0,0,0.392,16.75,603,1,0.371
"3552","4931",0,1,0.162,12.406,603,1,0.371
"3553","4931",0,1,0.282,22.432,603,1,0.371
"3554","4931",1,1,-0.148,14.492,603,1,0.371
"3555","4931",0,1,0.732,10.421,603,1,0.371
"3556","4931",0,1,0.792,15.168,603,1,0.371
"3557","4931",0,1,-0.278,4.447,603,1,0.371
"3558","4931",0,0,0.102,10.62,603,1,0.371
"3559","4931",0,1,-0.748,11.435,603,1,0.371
"3560","4931",0,1,0.922,18.775,603,1,0.371
"3561","4931",0,0,0.022,12.858,603,1,0.371
"3562","4931",0,0,-1.788,3.033,603,1,0.371
"3563","4931",0,0,0.762,21.534,603,1,0.371
"3564","4931",0,1,1.452,22.846,603,1,0.371
"3565","4931",0,1,1.362,12.577,603,1,0.371
"3566","4931",0,1,0.822,13.272,603,1,0.371
"3567","4931",0,0,0.162,12.773,603,1,0.371
"3568","4931",0,0,0.742,15.267,603,1,0.371
"3569","4931",0,1,-0.398,19.21,603,1,0.371
"3570","4931",0,0,0.052,15.758,603,1,0.371
"3571","4931",0,1,-0.678,8.39,603,1,0.371
"3572","4931",0,1,0.132,8.463,603,1,0.371
"3573","4931",0,1,1.212,11.085,603,1,0.371
"3574","4931",0,0,0.932,12.201,603,1,0.371
"3575","4931",0,0,1.192,17.529,603,1,0.371
"3576","4931",0,1,-0.618,9.183,603,1,0.371
"3577","4931",0,0,0.712,15.265,603,1,0.371
"3578","4931",0,1,0.972,9.276,603,1,0.371
"3579","4931",0,1,1.082,20.194,603,1,0.371
"3580","4931",0,1,0.622,7.125,603,1,0.371
"3581","4931",0,1,-0.018,7.555,603,1,0.371
"3582","4931",0,0,-0.208,17.332,603,1,0.371
"3583","4931",1,0,1.192,7.85,603,1,0.371
"3584","4931",0,1,0.512,16.616,603,1,0.371
"3585","4931",0,1,-0.658,13.75,603,1,0.371
"3586","5192",0,0,-0.018,2.35,258,1,-0.058
"3587","5192",0,1,1.072,2.839,258,1,-0.058
"3588","5192",0,0,-0.358,4.057,258,1,-0.058
"3589","5192",0,0,-1.098,3.418,258,1,-0.058
"3590","5192",0,1,0.392,17.088,258,1,-0.058
"3591","5192",0,0,-0.598,15.389,258,1,-0.058
"3592","5192",1,1,-0.828,10.63,258,1,-0.058
"3593","5192",0,0,0.262,6.166,258,1,-0.058
"3594","5192",1,0,1.192,5.043,258,1,-0.058
"3595","5192",0,1,1.342,17.913,258,1,-0.058
"3596","5192",0,1,-1.278,15.054,258,1,-0.058
"3597","5192",0,1,-0.918,17.072,258,1,-0.058
"3598","5192",0,1,-0.648,19.141,258,1,-0.058
"3599","5192",1,0,-0.538,-0.576,258,1,-0.058
"3600","5192",1,0,-0.368,4.88,258,1,-0.058
"3601","5192",0,1,-1.218,5.137,258,1,-0.058
"3602","5192",1,1,-0.888,4.311,258,1,-0.058
"3603","5192",0,1,0.252,13.482,258,1,-0.058
"3604","5192",1,0,-0.528,0.313,258,1,-0.058
"3605","5192",0,0,-0.568,17.158,258,1,-0.058
"3606","5192",0,0,0.032,15.37,258,1,-0.058
"3607","5192",0,1,0.352,10.721,258,1,-0.058
"3608","5192",1,1,1.262,22.451,258,1,-0.058
"3609","5192",0,1,0.372,19.575,258,1,-0.058
"3610","5192",0,0,0.752,21.91,258,1,-0.058
"3611","5192",0,1,-0.468,10.97,258,1,-0.058
"3612","5192",0,0,1.202,3.943,258,1,-0.058
"3613","5192",0,1,0.052,5.661,258,1,-0.058
"3614","5404",0,1,0.612,24.993,700,1,0.831
"3615","5404",0,1,1.182,5.868,700,1,0.831
"3616","5404",0,1,1.072,15.281,700,1,0.831
"3617","5404",0,1,1.152,13.555,700,1,0.831
"3618","5404",0,1,0.842,15.762,700,1,0.831
"3619","5404",0,1,0.862,20.144,700,1,0.831
"3620","5404",0,1,0.622,16.423,700,1,0.831
"3621","5404",0,1,0.442,4.072,700,1,0.831
"3622","5404",0,1,1.422,16.985,700,1,0.831
"3623","5404",0,1,1.452,7.204,700,1,0.831
"3624","5404",0,1,0.992,20.379,700,1,0.831
"3625","5404",0,1,0.652,24.095,700,1,0.831
"3626","5404",0,1,0.542,11.046,700,1,0.831
"3627","5404",0,1,0.932,21.524,700,1,0.831
"3628","5404",0,1,1.122,17.537,700,1,0.831
"3629","5404",0,1,-0.318,11.833,700,1,0.831
"3630","5404",0,1,0.242,19.467,700,1,0.831
"3631","5404",0,1,0.802,3.552,700,1,0.831
"3632","5404",0,1,0.732,19.425,700,1,0.831
"3633","5404",0,1,1.012,17.994,700,1,0.831
"3634","5404",1,1,0.592,19.859,700,1,0.831
"3635","5404",0,1,1.342,15.497,700,1,0.831
"3636","5404",0,1,0.932,24.138,700,1,0.831
"3637","5404",0,1,0.392,14.573,700,1,0.831
"3638","5404",0,1,-0.358,4.096,700,1,0.831
"3639","5404",0,1,0.532,8.47,700,1,0.831
"3640","5404",1,1,-0.898,20.776,700,1,0.831
"3641","5404",0,1,0.832,9.106,700,1,0.831
"3642","5404",0,1,1.172,10.713,700,1,0.831
"3643","5404",0,1,-0.468,10.817,700,1,0.831
"3644","5404",0,1,1.172,20.794,700,1,0.831
"3645","5404",0,1,1.072,7.128,700,1,0.831
"3646","5404",0,1,1.172,22.896,700,1,0.831
"3647","5404",0,1,0.422,16.895,700,1,0.831
"3648","5404",0,1,0.482,8.215,700,1,0.831
"3649","5404",0,1,0.982,4.837,700,1,0.831
"3650","5404",0,1,1.182,16.713,700,1,0.831
"3651","5404",0,1,-0.098,14.106,700,1,0.831
"3652","5404",0,1,1.242,13.711,700,1,0.831
"3653","5404",0,1,0.952,17.312,700,1,0.831
"3654","5404",0,1,1.262,12.411,700,1,0.831
"3655","5404",0,1,1.072,14.927,700,1,0.831
"3656","5404",0,1,0.902,18.802,700,1,0.831
"3657","5404",0,1,1.512,22.08,700,1,0.831
"3658","5404",1,1,0.762,9.395,700,1,0.831
"3659","5404",0,1,1.072,24.479,700,1,0.831
"3660","5404",0,1,0.702,9.987,700,1,0.831
"3661","5404",0,1,0.902,16.574,700,1,0.831
"3662","5404",0,1,0.452,23.81,700,1,0.831
"3663","5404",0,1,1.122,17.163,700,1,0.831
"3664","5404",0,1,1.302,21.819,700,1,0.831
"3665","5404",0,1,1.182,20.686,700,1,0.831
"3666","5404",0,1,1.512,19.015,700,1,0.831
"3667","5404",0,1,1.262,13.664,700,1,0.831
"3668","5404",0,1,0.932,23.137,700,1,0.831
"3669","5404",0,1,1.422,4.682,700,1,0.831
"3670","5404",0,1,0.632,18.232,700,1,0.831
"3671","5619",0,1,1.362,22.521,1118,1,0.426
"3672","5619",0,0,0.502,24.133,1118,1,0.426
"3673","5619",0,1,-0.858,6.756,1118,1,0.426
"3674","5619",0,0,-0.098,16.338,1118,1,0.426
"3675","5619",0,1,0.162,4.408,1118,1,0.426
"3676","5619",0,0,0.542,6.388,1118,1,0.426
"3677","5619",0,0,1.012,23.566,1118,1,0.426
"3678","5619",0,0,0.772,18.315,1118,1,0.426
"3679","5619",0,1,-0.728,16.721,1118,1,0.426
"3680","5619",0,0,0.842,24.993,1118,1,0.426
"3681","5619",0,0,0.782,19.032,1118,1,0.426
"3682","5619",0,0,0.582,21.031,1118,1,0.426
"3683","5619",0,0,1.422,18.6,1118,1,0.426
"3684","5619",0,0,1.512,21.666,1118,1,0.426
"3685","5619",0,1,-0.288,0.452,1118,1,0.426
"3686","5619",0,0,-1.258,-0.368,1118,1,0.426
"3687","5619",0,0,0.182,17.817,1118,1,0.426
"3688","5619",0,1,0.842,11.827,1118,1,0.426
"3689","5619",0,0,1.182,14.457,1118,1,0.426
"3690","5619",0,0,-0.338,18.272,1118,1,0.426
"3691","5619",0,1,0.362,12.905,1118,1,0.426
"3692","5619",0,1,0.412,15.936,1118,1,0.426
"3693","5619",0,0,1.122,23.746,1118,1,0.426
"3694","5619",0,0,0.922,19.757,1118,1,0.426
"3695","5619",0,0,1.292,18.915,1118,1,0.426
"3696","5619",0,1,-0.118,23.124,1118,1,0.426
"3697","5619",0,0,0.772,17.193,1118,1,0.426
"3698","5619",0,1,-0.098,24.133,1118,1,0.426
"3699","5619",0,0,0.562,16.703,1118,1,0.426
"3700","5619",0,1,0.972,20.17,1118,1,0.426
"3701","5619",0,0,0.912,15.977,1118,1,0.426
"3702","5619",0,0,0.632,23.043,1118,1,0.426
"3703","5619",0,0,1.062,22.051,1118,1,0.426
"3704","5619",0,1,-0.478,10.506,1118,1,0.426
"3705","5619",0,1,0.412,21.451,1118,1,0.426
"3706","5619",0,0,-0.728,1.135,1118,1,0.426
"3707","5619",0,0,0.522,18.737,1118,1,0.426
"3708","5619",0,1,0.042,16.443,1118,1,0.426
"3709","5619",0,0,0.202,7.751,1118,1,0.426
"3710","5619",0,0,0.932,14.44,1118,1,0.426
"3711","5619",0,1,0.472,1.701,1118,1,0.426
"3712","5619",0,1,0.542,9.264,1118,1,0.426
"3713","5619",0,0,0.102,18.749,1118,1,0.426
"3714","5619",0,1,0.312,19.491,1118,1,0.426
"3715","5619",0,1,0.112,17.474,1118,1,0.426
"3716","5619",0,0,0.252,3.352,1118,1,0.426
"3717","5619",0,1,0.792,18.116,1118,1,0.426
"3718","5619",0,0,0.562,22.08,1118,1,0.426
"3719","5619",0,1,0.612,3.254,1118,1,0.426
"3720","5619",0,1,0.642,8.529,1118,1,0.426
"3721","5619",0,1,0.062,24.247,1118,1,0.426
"3722","5619",0,1,1.282,14.76,1118,1,0.426
"3723","5619",0,0,0.562,24.479,1118,1,0.426
"3724","5619",0,0,-1.048,2.866,1118,1,0.426
"3725","5619",0,0,0.842,16.236,1118,1,0.426
"3726","5619",0,1,0.932,22.517,1118,1,0.426
"3727","5619",0,0,-0.188,11.755,1118,1,0.426
"3728","5619",0,1,0.032,24.479,1118,1,0.426
"3729","5619",0,1,0.372,9.939,1118,1,0.426
"3730","5619",0,0,0.932,23.062,1118,1,0.426
"3731","5619",0,0,0.752,9.572,1118,1,0.426
"3732","5619",0,1,0.082,8.647,1118,1,0.426
"3733","5619",0,0,0.392,17.795,1118,1,0.426
"3734","5619",0,1,0.542,-0.988,1118,1,0.426
"3735","5619",0,1,0.172,16.649,1118,1,0.426
"3736","5619",0,1,-0.218,18.406,1118,1,0.426
"3737","5640",0,0,0.512,11.876,1152,0,-0.171
"3738","5640",0,1,-1.068,14.283,1152,0,-0.171
"3739","5640",0,1,-0.458,3.714,1152,0,-0.171
"3740","5640",0,0,0.632,23.048,1152,0,-0.171
"3741","5640",0,1,-0.038,18.066,1152,0,-0.171
"3742","5640",0,1,-0.768,1.427,1152,0,-0.171
"3743","5640",0,1,-0.518,7.582,1152,0,-0.171
"3744","5640",0,0,0.262,24.107,1152,0,-0.171
"3745","5640",0,1,-0.798,23.424,1152,0,-0.171
"3746","5640",0,1,-0.078,7.261,1152,0,-0.171
"3747","5640",0,0,0.252,0.443,1152,0,-0.171
"3748","5640",0,1,-0.138,12.338,1152,0,-0.171
"3749","5640",0,0,-0.058,6.035,1152,0,-0.171
"3750","5640",0,1,0.532,10.579,1152,0,-0.171
"3751","5640",0,0,0.332,18.225,1152,0,-0.171
"3752","5640",0,1,-0.978,10.193,1152,0,-0.171
"3753","5640",0,1,0.832,19.16,1152,0,-0.171
"3754","5640",0,0,-0.548,9.223,1152,0,-0.171
"3755","5640",0,1,-0.648,20.145,1152,0,-0.171
"3756","5640",0,0,-1.198,7.131,1152,0,-0.171
"3757","5640",0,0,-1.168,3.927,1152,0,-0.171
"3758","5640",0,0,-0.648,16.722,1152,0,-0.171
"3759","5640",0,0,0.972,20.907,1152,0,-0.171
"3760","5640",0,1,0.072,22.406,1152,0,-0.171
"3761","5640",0,0,-0.468,24.545,1152,0,-0.171
"3762","5640",0,0,-0.658,21.579,1152,0,-0.171
"3763","5640",0,1,-0.118,16.509,1152,0,-0.171
"3764","5640",0,0,-0.368,11.534,1152,0,-0.171
"3765","5640",0,0,0.752,16.197,1152,0,-0.171
"3766","5640",0,0,-0.508,22.107,1152,0,-0.171
"3767","5640",0,0,0.012,23.768,1152,0,-0.171
"3768","5640",0,1,-0.818,4.037,1152,0,-0.171
"3769","5640",0,1,-0.808,9.231,1152,0,-0.171
"3770","5640",0,0,-0.748,8.276,1152,0,-0.171
"3771","5640",0,1,0.012,17.085,1152,0,-0.171
"3772","5640",0,0,-0.448,13,1152,0,-0.171
"3773","5640",0,1,0.592,22.373,1152,0,-0.171
"3774","5640",0,0,1.092,11.281,1152,0,-0.171
"3775","5640",0,0,-0.848,11.11,1152,0,-0.171
"3776","5640",0,1,-0.938,2.215,1152,0,-0.171
"3777","5640",0,0,-0.068,19.515,1152,0,-0.171
"3778","5640",0,0,-0.308,16.212,1152,0,-0.171
"3779","5640",0,0,-0.078,13.876,1152,0,-0.171
"3780","5640",0,1,0.202,0.614,1152,0,-0.171
"3781","5640",0,0,-0.348,11.116,1152,0,-0.171
"3782","5640",0,0,0.892,23.525,1152,0,-0.171
"3783","5640",0,0,-1.138,8.389,1152,0,-0.171
"3784","5640",0,0,0.252,9.056,1152,0,-0.171
"3785","5640",0,0,-0.268,14.699,1152,0,-0.171
"3786","5640",0,0,0.572,15.758,1152,0,-0.171
"3787","5640",0,0,0.182,0.718,1152,0,-0.171
"3788","5640",0,1,-0.078,15.058,1152,0,-0.171
"3789","5640",0,1,0.022,4.067,1152,0,-0.171
"3790","5640",0,1,0.132,11.902,1152,0,-0.171
"3791","5640",0,1,-0.588,5.915,1152,0,-0.171
"3792","5640",0,0,-0.358,9.314,1152,0,-0.171
"3793","5640",0,0,-0.108,23.323,1152,0,-0.171
"3794","5650",1,1,0.292,22.587,720,1,0.028
"3795","5650",1,0,-0.948,7.633,720,1,0.028
"3796","5650",1,1,-0.758,8.49,720,1,0.028
"3797","5650",1,1,0.482,4.682,720,1,0.028
"3798","5650",0,0,-0.238,14.866,720,1,0.028
"3799","5650",1,1,0.152,23.38,720,1,0.028
"3800","5650",0,1,1.262,22.067,720,1,0.028
"3801","5650",1,1,0.812,5.191,720,1,0.028
"3802","5650",1,1,1.072,4.527,720,1,0.028
"3803","5650",1,1,-0.618,3.422,720,1,0.028
"3804","5650",1,0,-0.048,8.034,720,1,0.028
"3805","5650",1,0,-0.838,6.552,720,1,0.028
"3806","5650",1,1,0.092,12.125,720,1,0.028
"3807","5650",1,0,-0.508,4.275,720,1,0.028
"3808","5650",1,1,0.052,15.026,720,1,0.028
"3809","5650",1,1,0.292,22.924,720,1,0.028
"3810","5650",1,1,1.252,13.331,720,1,0.028
"3811","5650",0,1,-0.748,16.641,720,1,0.028
"3812","5650",1,1,-0.768,20.907,720,1,0.028
"3813","5650",1,1,-0.088,12.525,720,1,0.028
"3814","5650",1,1,-0.578,10.527,720,1,0.028
"3815","5650",1,1,0.872,17.991,720,1,0.028
"3816","5650",1,0,-0.868,17.392,720,1,0.028
"3817","5650",1,1,-0.868,19.762,720,1,0.028
"3818","5650",1,1,-0.528,13.835,720,1,0.028
"3819","5650",1,1,-0.198,19.858,720,1,0.028
"3820","5650",1,1,-0.288,8.526,720,1,0.028
"3821","5650",1,0,-0.378,22.974,720,1,0.028
"3822","5650",1,1,0.152,16.722,720,1,0.028
"3823","5650",1,0,-0.358,19.312,720,1,0.028
"3824","5650",1,1,0.302,9.117,720,1,0.028
"3825","5650",1,1,-0.688,4.294,720,1,0.028
"3826","5650",0,1,1.262,8.507,720,1,0.028
"3827","5650",0,1,0.922,12.438,720,1,0.028
"3828","5650",1,1,1.512,13.508,720,1,0.028
"3829","5650",1,1,-1.538,8.368,720,1,0.028
"3830","5650",1,1,0.482,10.519,720,1,0.028
"3831","5650",1,1,-0.318,10.958,720,1,0.028
"3832","5650",1,1,1.302,18.266,720,1,0.028
"3833","5650",1,1,1.422,17.392,720,1,0.028
"3834","5650",1,0,-0.038,23.28,720,1,0.028
"3835","5650",1,0,-0.468,22.229,720,1,0.028
"3836","5650",1,0,-1.208,20.789,720,1,0.028
"3837","5650",1,0,0.682,23.28,720,1,0.028
"3838","5650",1,0,0.222,23.28,720,1,0.028
"3839","5667",0,1,-0.188,10.697,810,1,0.425
"3840","5667",0,0,0.062,14.909,810,1,0.425
"3841","5667",0,0,1.062,23.249,810,1,0.425
"3842","5667",0,0,0.272,15.319,810,1,0.425
"3843","5667",1,0,-1.328,0.258,810,1,0.425
"3844","5667",0,0,1.512,5.902,810,1,0.425
"3845","5667",0,0,1.002,23.785,810,1,0.425
"3846","5667",0,1,-0.498,10.478,810,1,0.425
"3847","5667",0,0,-0.368,16.752,810,1,0.425
"3848","5667",0,1,1.122,18.184,810,1,0.425
"3849","5667",0,1,-0.098,6.094,810,1,0.425
"3850","5667",1,0,1.092,16.269,810,1,0.425
"3851","5667",0,0,0.652,10.989,810,1,0.425
"3852","5667",0,0,0.632,21.097,810,1,0.425
"3853","5667",0,0,-0.778,23.033,810,1,0.425
"3854","5667",0,0,0.202,22.544,810,1,0.425
"3855","5667",0,0,0.862,12.413,810,1,0.425
"3856","5667",1,1,0.792,8.169,810,1,0.425
"3857","5667",0,1,0.702,10.373,810,1,0.425
"3858","5667",0,0,0.792,23.882,810,1,0.425
"3859","5667",0,0,0.332,15.745,810,1,0.425
"3860","5667",0,0,0.232,17.765,810,1,0.425
"3861","5667",0,1,1.072,15.826,810,1,0.425
"3862","5667",0,0,0.092,-2.832,810,1,0.425
"3863","5667",0,1,0.532,4.618,810,1,0.425
"3864","5667",0,0,0.652,22.889,810,1,0.425
"3865","5667",0,1,-0.888,6.967,810,1,0.425
"3866","5667",0,1,1.422,17.9,810,1,0.425
"3867","5667",0,0,0.832,9.743,810,1,0.425
"3868","5667",0,0,0.482,11.893,810,1,0.425
"3869","5667",0,0,-0.838,10.489,810,1,0.425
"3870","5667",0,1,0.762,13.437,810,1,0.425
"3871","5667",0,0,0.662,8.954,810,1,0.425
"3872","5667",0,1,0.852,18.773,810,1,0.425
"3873","5667",0,0,0.462,17.974,810,1,0.425
"3874","5667",0,0,0.582,18.454,810,1,0.425
